FamilyTitle,FamilyCode,ClassTitle,ClassCode,BrickTitle,BrickCode,AttributeTitle,AttributeCode,AttributeValueTitle,AttributeValueCode,AttributeValueDefinition,searchable_text,searchable_text_uncleaned,stl_embedding,uuid,ref_uuid
Bread/Bakery Products,50180000,Savoury Bakery Products,50182200,Pies/Pastries/Pizzas/Quiches - Savoury (Shelf Stable),10000250,Added Ingredient,20000002.0,DAIRY BASED,30000855.0,,PIES PASTRIES PIZZAS QUICHES SAVOURY SHELF STABLE DAIRY BASED,PIES/PASTRIES/PIZZAS/QUICHES - SAVOURY (SHELF STABLE) DAIRY BASED,[],df47748f-5f31-42da-97e2-d60e8642ac96,
Bread/Bakery Products,50180000,Savoury Bakery Products,50182200,Pies/Pastries/Pizzas/Quiches - Savoury (Shelf Stable),10000250,Added Ingredient,20000002.0,COMBINATION,30000720.0,,PIES PASTRIES PIZZAS QUICHES SAVOURY SHELF STABLE COMBINATION,PIES/PASTRIES/PIZZAS/QUICHES - SAVOURY (SHELF STABLE) COMBINATION,[],a34e796b-cf77-44c2-9f18-9b08be3bc629,
Bread/Bakery Products,50180000,Savoury Bakery Products,50182200,Pies/Pastries/Pizzas/Quiches - Savoury (Shelf Stable),10000250,Added Ingredient,20000002.0,SHELLFISH,30002205.0,,PIES PASTRIES PIZZAS QUICHES SAVOURY SHELF STABLE SHELLFISH,PIES/PASTRIES/PIZZAS/QUICHES - SAVOURY (SHELF STABLE) SHELLFISH,[],aa085bad-e129-42c2-9c3c-5931b38cdd95,
Bread/Bakery Products,50180000,Savoury Bakery Products,50182200,Pies/Pastries/Pizzas/Quiches - Savoury (Shelf Stable),10000250,Added Ingredient,20000002.0,MEAT,30001554.0,,PIES PASTRIES PIZZAS QUICHES SAVOURY SHELF STABLE MEAT,PIES/PASTRIES/PIZZAS/QUICHES - SAVOURY (SHELF STABLE) MEAT,[],94076bb9-89a2-41b2-a358-1f7422d23c9a,
Bread/Bakery Products,50180000,Savoury Bakery Products,50182200,Pies/Pastries/Pizzas/Quiches - Savoury (Shelf Stable),10000250,Added Ingredient,20000002.0,FISH,30005669.0,,PIES PASTRIES PIZZAS QUICHES SAVOURY SHELF STABLE FISH,PIES/PASTRIES/PIZZAS/QUICHES - SAVOURY (SHELF STABLE) FISH,[],bdb6b87d-0ade-4816-8e47-fceaf3686016,
Bread/Bakery Products,50180000,Savoury Bakery Products,50182200,Pies/Pastries/Pizzas/Quiches - Savoury (Shelf Stable),10000250,Added Ingredient,20000002.0,FRUIT,30001060.0,Product has diced or pureed fruit added.,PIES PASTRIES PIZZAS QUICHES SAVOURY SHELF STABLE FRUIT,PIES/PASTRIES/PIZZAS/QUICHES - SAVOURY (SHELF STABLE) FRUIT,[],c1d6b834-e187-4713-a30c-a964e959bac9,
Bread/Bakery Products,50180000,Savoury Bakery Products,50182200,Pies/Pastries/Pizzas/Quiches - Savoury (Shelf Stable),10000250,Added Ingredient,20000002.0,VEGETABLE,30002842.0,,PIES PASTRIES PIZZAS QUICHES SAVOURY SHELF STABLE VEGETABLE,PIES/PASTRIES/PIZZAS/QUICHES - SAVOURY (SHELF STABLE) VEGETABLE,[],4196489d-bb65-41ac-9443-21c00fc6d1fa,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Frozen),10000277,Added Ingredient,20000002.0,FRUIT PIECES,30001069.0,,YOGURT FROZEN FRUIT PIECES,YOGURT (FROZEN) FRUIT PIECES,[],faff7df3-601f-406e-b9e5-3f96219acb40,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Frozen),10000277,Added Ingredient,20000002.0,FRUIT PULP,30001071.0,,YOGURT FROZEN FRUIT PULP,YOGURT (FROZEN) FRUIT PULP,[],67c7549a-0769-4562-87b3-57d6cd68c0c2,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Frozen),10000277,Added Ingredient,20000002.0,JUICE,30002728.0,,YOGURT FROZEN JUICE,YOGURT (FROZEN) JUICE,[],5dfec401-5d2c-44c3-9a45-c0f6c463223b,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Frozen),10000277,Added Ingredient,20000002.0,NUTS,30017951.0,,YOGURT FROZEN NUTS,YOGURT (FROZEN) NUTS,[],ae009241-2c70-488d-b4b2-7f1742159f19,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Frozen),10000277,Added Ingredient,20000002.0,SUGAR,30002925.0,,YOGURT FROZEN SUGAR,YOGURT (FROZEN) SUGAR,[],7e8007b7-8be9-4df7-90a9-fcf91931a47f,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Frozen),10000277,Added Ingredient,20000002.0,HONEY,30001268.0,,YOGURT FROZEN HONEY,YOGURT (FROZEN) HONEY,[],d88479b5-500f-4d97-9822-1c687622401d,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Frozen),10000277,Added Ingredient,20000002.0,CEREALS,30000564.0,,YOGURT FROZEN CEREALS,YOGURT (FROZEN) CEREALS,[],15a7d72c-e7eb-4026-9d65-11f0be380269,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Frozen),10000277,Added Ingredient,20000002.0,NO ADDED INGREDIENT,30003311.0,,YOGURT FROZEN NO ADDED INGREDIENT,YOGURT (FROZEN) NO ADDED INGREDIENT,[],b3a4daaf-fbc6-470c-bdbc-bde5ce4b247e,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Perishable),10000278,Added Ingredient,20000002.0,NUTS,30017951.0,,YOGURT PERISHABLE NUTS,YOGURT (PERISHABLE) NUTS,[],0a874c2c-5bfb-45d6-be1a-e4551f20c1a3,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Perishable),10000278,Added Ingredient,20000002.0,JUICE,30002728.0,,YOGURT PERISHABLE JUICE,YOGURT (PERISHABLE) JUICE,[],c178fe22-16da-4ef4-92dd-156054620f2d,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Perishable),10000278,Added Ingredient,20000002.0,NO ADDED INGREDIENT,30003311.0,,YOGURT PERISHABLE NO ADDED INGREDIENT,YOGURT (PERISHABLE) NO ADDED INGREDIENT,[],9f390cfc-b7fb-4d0c-984f-4e3f1e8460b7,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Perishable),10000278,Added Ingredient,20000002.0,SUGAR,30002925.0,,YOGURT PERISHABLE SUGAR,YOGURT (PERISHABLE) SUGAR,[],1ff2ec4d-1862-4299-9705-142acc6ab5d0,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Perishable),10000278,Added Ingredient,20000002.0,CEREALS,30000564.0,,YOGURT PERISHABLE CEREALS,YOGURT (PERISHABLE) CEREALS,[],cb120f8d-e794-41d2-ae32-6eec6c923673,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Perishable),10000278,Added Ingredient,20000002.0,FRUIT PULP,30001071.0,,YOGURT PERISHABLE FRUIT PULP,YOGURT (PERISHABLE) FRUIT PULP,[],90f28369-322c-45f9-a3d3-374cc8da5809,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Perishable),10000278,Added Ingredient,20000002.0,FRUIT PIECES,30001069.0,,YOGURT PERISHABLE FRUIT PIECES,YOGURT (PERISHABLE) FRUIT PIECES,[],97035db9-7c24-482a-a881-dee4e53e60fb,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Shelf Stable),10000279,Added Ingredient,20000002.0,JUICE,30002728.0,,YOGURT SHELF STABLE JUICE,YOGURT (SHELF STABLE) JUICE,[],b2bd2f06-7cc0-416f-a7b7-c5ba0a865133,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Shelf Stable),10000279,Added Ingredient,20000002.0,SUGAR,30002925.0,,YOGURT SHELF STABLE SUGAR,YOGURT (SHELF STABLE) SUGAR,[],6cc6a545-3ceb-437d-a11f-655f24f49e38,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Shelf Stable),10000279,Added Ingredient,20000002.0,FRUIT PIECES,30001069.0,,YOGURT SHELF STABLE FRUIT PIECES,YOGURT (SHELF STABLE) FRUIT PIECES,[],c059c016-c8a6-470a-8b21-1dd90ab8f426,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Shelf Stable),10000279,Added Ingredient,20000002.0,NUTS,30017951.0,,YOGURT SHELF STABLE NUTS,YOGURT (SHELF STABLE) NUTS,[],62535901-4d85-4a95-85ed-e577ef5ad61e,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Shelf Stable),10000279,Added Ingredient,20000002.0,HONEY,30001268.0,,YOGURT SHELF STABLE HONEY,YOGURT (SHELF STABLE) HONEY,[],6775fc73-58f6-4913-9b21-e5a606acf09b,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Shelf Stable),10000279,Added Ingredient,20000002.0,FRUIT PULP,30001071.0,,YOGURT SHELF STABLE FRUIT PULP,YOGURT (SHELF STABLE) FRUIT PULP,[],ab81d266-4278-4e02-84fc-165dd52f90fe,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Shelf Stable),10000279,Added Ingredient,20000002.0,NO ADDED INGREDIENT,30003311.0,,YOGURT SHELF STABLE NO ADDED INGREDIENT,YOGURT (SHELF STABLE) NO ADDED INGREDIENT,[],fa0bc6d9-74e2-48e0-82ea-05e63c5fcbca,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Shelf Stable),10000279,Added Ingredient,20000002.0,VEGETABLE,30002842.0,,YOGURT SHELF STABLE VEGETABLE,YOGURT (SHELF STABLE) VEGETABLE,[],83d064f4-30ae-49f4-80cd-7fec62d9ad4f,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Yogurt/Yogurt Substitutes,50132100,Yogurt (Shelf Stable),10000279,Added Ingredient,20000002.0,CEREALS,30000564.0,,YOGURT SHELF STABLE CEREALS,YOGURT (SHELF STABLE) CEREALS,[],eb4b13f9-24da-47c2-ae5a-5c6520adffe8,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),10000280,Added Ingredient,20000002.0,FRUIT,30001060.0,Product has diced or pureed fruit added.,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES SHELF STABLE FRUIT,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (SHELF STABLE) FRUIT,[],0b21ca3d-e880-4a08-a4c1-4b8849b0f1eb,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),10000280,Added Ingredient,20000002.0,FISH,30005669.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES SHELF STABLE FISH,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (SHELF STABLE) FISH,[],2ef35fc1-2225-45c1-a19f-6f7fd39c4fed,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),10000280,Added Ingredient,20000002.0,VEGETABLE,30002842.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES SHELF STABLE VEGETABLE,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (SHELF STABLE) VEGETABLE,[],5c29a005-1ca6-4c1f-93e1-e463896e97e3,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),10000280,Added Ingredient,20000002.0,CHEESE,30002835.0,Product has cheese or cheese flavouring added.,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES SHELF STABLE CHEESE,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (SHELF STABLE) CHEESE,[],202938f8-6970-4cee-98dd-df8c071dd58a,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),10000280,Added Ingredient,20000002.0,HERB,30001253.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES SHELF STABLE HERB,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (SHELF STABLE) HERB,[],642958e3-365e-4423-9526-17b09e41da90,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),10000280,Added Ingredient,20000002.0,COMBINATION,30000720.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES SHELF STABLE COMBINATION,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (SHELF STABLE) COMBINATION,[],07436e51-fa48-428c-8ab2-ca5c037dac1b,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),10000280,Added Ingredient,20000002.0,EGG,30000927.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES SHELF STABLE EGG,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (SHELF STABLE) EGG,[],4e66544b-e48f-4ead-860c-8f122edd89a8,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),10000280,Added Ingredient,20000002.0,SPICE,30002908.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES SHELF STABLE SPICE,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (SHELF STABLE) SPICE,[],b34b67a3-37a9-4ae9-bd42-b8ef18e4192c,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),10000280,Added Ingredient,20000002.0,MEAT,30001554.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES SHELF STABLE MEAT,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (SHELF STABLE) MEAT,[],7f1b91dc-1e91-49b6-8e0e-899b5e1e66db,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Pate (Shelf Stable),10000306,Added Ingredient,20000002.0,SPICE,30002908.0,,PATE SHELF STABLE SPICE,PATE (SHELF STABLE) SPICE,[],263a2576-8264-42af-af84-b33e11d5fdc2,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Pate (Shelf Stable),10000306,Added Ingredient,20000002.0,DAIRY PRODUCTS,30000857.0,,PATE SHELF STABLE DAIRY PRODUCTS,PATE (SHELF STABLE) DAIRY PRODUCTS,[],d80089ee-fb5a-4459-865a-8a74a5d2ff42,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Pate (Shelf Stable),10000306,Added Ingredient,20000002.0,VEGETABLE,30002842.0,,PATE SHELF STABLE VEGETABLE,PATE (SHELF STABLE) VEGETABLE,[],635d9d83-420b-4fec-bd74-65c558d756d1,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Pate (Shelf Stable),10000306,Added Ingredient,20000002.0,HERB,30001253.0,,PATE SHELF STABLE HERB,PATE (SHELF STABLE) HERB,[],0fa317e0-11fb-438a-9608-b55e1806b49b,
Prepared/Preserved Foods,50190000,Desserts/Desserts Substitutes/Dessert Sauces/Toppings,50192300,Desserts (Shelf Stable),10000312,Added Ingredient,20000002.0,COFFEE,30000704.0,,DESSERTS SHELF STABLE COFFEE,DESSERTS (SHELF STABLE) COFFEE,[],a1b6b766-81f6-420a-8260-9ad7bfcb0b4d,
Prepared/Preserved Foods,50190000,Desserts/Desserts Substitutes/Dessert Sauces/Toppings,50192300,Desserts (Shelf Stable),10000312,Added Ingredient,20000002.0,CHOCOLATE,30000641.0,,DESSERTS SHELF STABLE CHOCOLATE,DESSERTS (SHELF STABLE) CHOCOLATE,[],e325bb7d-2405-4ed8-907f-d2c7eabc09bc,
Prepared/Preserved Foods,50190000,Desserts/Desserts Substitutes/Dessert Sauces/Toppings,50192300,Desserts (Shelf Stable),10000312,Added Ingredient,20000002.0,ALCOHOL,30003580.0,,DESSERTS SHELF STABLE ALCOHOL,DESSERTS (SHELF STABLE) ALCOHOL,[],3254640b-5f17-4988-b301-c900a279f3ba,
Prepared/Preserved Foods,50190000,Desserts/Desserts Substitutes/Dessert Sauces/Toppings,50192300,Desserts (Shelf Stable),10000312,Added Ingredient,20000002.0,BISCUIT,30003581.0,,DESSERTS SHELF STABLE BISCUIT,DESSERTS (SHELF STABLE) BISCUIT,[],f4bfd0a3-de2b-4a5e-8aef-bdc24fed018d,
Prepared/Preserved Foods,50190000,Desserts/Desserts Substitutes/Dessert Sauces/Toppings,50192300,Desserts (Shelf Stable),10000312,Added Ingredient,20000002.0,VEGETABLE,30002842.0,,DESSERTS SHELF STABLE VEGETABLE,DESSERTS (SHELF STABLE) VEGETABLE,[],f395d98c-fb9f-46b0-8993-aded88209338,
Prepared/Preserved Foods,50190000,Desserts/Desserts Substitutes/Dessert Sauces/Toppings,50192300,Desserts (Shelf Stable),10000312,Added Ingredient,20000002.0,NUT,30002790.0,,DESSERTS SHELF STABLE NUT,DESSERTS (SHELF STABLE) NUT,[],4320a62b-3cfb-49ad-8595-401a33ac0a32,
Prepared/Preserved Foods,50190000,Desserts/Desserts Substitutes/Dessert Sauces/Toppings,50192300,Desserts (Shelf Stable),10000312,Added Ingredient,20000002.0,SPICE,30002908.0,,DESSERTS SHELF STABLE SPICE,DESSERTS (SHELF STABLE) SPICE,[],c9df456e-5e49-4991-9bc1-7d571abc63a1,
Prepared/Preserved Foods,50190000,Desserts/Desserts Substitutes/Dessert Sauces/Toppings,50192300,Desserts (Shelf Stable),10000312,Added Ingredient,20000002.0,HONEY,30001268.0,,DESSERTS SHELF STABLE HONEY,DESSERTS (SHELF STABLE) HONEY,[],15d38696-019c-4e98-b72d-1b66190bc4c4,
Prepared/Preserved Foods,50190000,Desserts/Desserts Substitutes/Dessert Sauces/Toppings,50192300,Desserts (Shelf Stable),10000312,Added Ingredient,20000002.0,JAM,30002827.0,,DESSERTS SHELF STABLE JAM,DESSERTS (SHELF STABLE) JAM,[],2e6e6acb-d7cc-4847-b0c8-73dd08bad02d,
Prepared/Preserved Foods,50190000,Desserts/Desserts Substitutes/Dessert Sauces/Toppings,50192300,Desserts (Shelf Stable),10000312,Added Ingredient,20000002.0,FRUIT,30001060.0,Product has diced or pureed fruit added.,DESSERTS SHELF STABLE FRUIT,DESSERTS (SHELF STABLE) FRUIT,[],ea77adcd-35a5-40ae-a01b-4733de30bcb2,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Pate (Frozen),10000576,Added Ingredient,20000002.0,SPICE,30002908.0,,PATE FROZEN SPICE,PATE (FROZEN) SPICE,[],e4bd8aeb-e07c-4d07-ba60-b5e75334a18b,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Pate (Frozen),10000576,Added Ingredient,20000002.0,VEGETABLE,30002842.0,,PATE FROZEN VEGETABLE,PATE (FROZEN) VEGETABLE,[],ba4ca9d6-ca17-4a5f-8e7c-ec5dba3df95a,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Pate (Frozen),10000576,Added Ingredient,20000002.0,DAIRY BASED,30000855.0,,PATE FROZEN DAIRY BASED,PATE (FROZEN) DAIRY BASED,[],49d4becc-39a3-427f-9375-9b54d4481746,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Pate (Frozen),10000576,Added Ingredient,20000002.0,HERB,30001253.0,,PATE FROZEN HERB,PATE (FROZEN) HERB,[],4567eaa1-8df2-4f8c-90ac-3c63e039e228,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Frozen),10000577,Added Ingredient,20000002.0,VEGETABLE,30002842.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES FROZEN VEGETABLE,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (FROZEN) VEGETABLE,[],edd80f2c-daef-4f4c-b71f-3a797c24bf9b,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Frozen),10000577,Added Ingredient,20000002.0,FISH,30005669.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES FROZEN FISH,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (FROZEN) FISH,[],bac0810f-b267-4098-982b-c90490567433,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Frozen),10000577,Added Ingredient,20000002.0,FRUIT,30001060.0,Product has diced or pureed fruit added.,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES FROZEN FRUIT,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (FROZEN) FRUIT,[],136b8f9a-18cf-4047-8aa1-5ceba545e3fc,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Frozen),10000577,Added Ingredient,20000002.0,HERB,30001253.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES FROZEN HERB,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (FROZEN) HERB,[],ed4ae4e8-0229-4092-a1e7-5886caa14606,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Frozen),10000577,Added Ingredient,20000002.0,COMBINATION,30000720.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES FROZEN COMBINATION,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (FROZEN) COMBINATION,[],9eca04d1-f260-4cde-9277-258ef895992c,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Frozen),10000577,Added Ingredient,20000002.0,SPICE,30002908.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES FROZEN SPICE,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (FROZEN) SPICE,[],aca7d88f-51b6-4e57-841a-d8e27cb1f0d4,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Frozen),10000577,Added Ingredient,20000002.0,CHEESE,30002835.0,Product has cheese or cheese flavouring added.,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES FROZEN CHEESE,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (FROZEN) CHEESE,[],a638bd29-e5c4-4159-93ce-492af75f1963,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Frozen),10000577,Added Ingredient,20000002.0,MEAT,30001554.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES FROZEN MEAT,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (FROZEN) MEAT,[],10a79fb4-3a09-4fc4-997b-e2c29070d273,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Frozen),10000577,Added Ingredient,20000002.0,EGG,30000927.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES FROZEN EGG,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (FROZEN) EGG,[],72dc435a-bd10-477c-a2e8-284825fc33e1,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Dressing/Dips (Frozen),10000583,Added Ingredient,20000002.0,HERB,30001253.0,,DRESSING DIPS FROZEN HERB,DRESSING/DIPS (FROZEN) HERB,[],cfddd61d-8a3e-46b1-a330-c929256519f4,
